holidayInfo,hoursDetails,info,menuInfo,one_info,address,title
,영업시간:매일 07:30 ~ 00:00,"1987년에 시작해 오랜 전통있는 빵집 '효자베이커리'는 청와대에 케이크를 납품하여 방송과 매체를 통해 입소문이 난 곳입니다. 서촌 통인시장 옆에 자리하고 있으며 동네빵집처럼 생긴 친근한 매장 외관입니다. 단과자, 도넛, 구운 고로케 등 옛날 빵집에서 맛볼 수 있던 빵들부터, 요즘 인기 있는 발효 빵, 베이글까지 다양한 종류의 빵이 준비되어 있어 선택의 폭이 넓습니다. 이 곳에서 제일 유명한 시그니처메뉴는 단짠의 조화가 훌륭하고 양이 푸짐해 식사대용 빵으로 좋은 '콘브레드'이며, '어니언크림치즈 베이글'과 '통무화과 베이글', '먹물큐브', '호두파운드' 등도 인기있다. 인기 빵 종류는 일찍 소진될 수 있으니 참고 바랍니다.","경주빵:4500,아몬드쿠키:4000,수제초코파이:2000",선택의 폭이 넓은 오랜 전통의 빵집,서울특별시 종로구 필운대로 54,효자베이커리
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 10:30 ~ 20:00,"여주 천서리 막국수 골목에서 3대에 걸쳐 90년이 넘는 역사를 써내려 오고 있는 ‘홍원막국수’. 매장 바로 앞에 별관을 따로 운영할 정도로 식사 시간 상관없이 많은 인기를 끌고 있습니다. 대표 메뉴 ‘비빔 막국수’는 단단하게 똬리를 튼 메밀 면 위로 양념장, 오이, 달걀, 김 가루를 차곡차곡 쌓아 제공합니다. 메밀가루와 고구마 전분을 8:2 비율로 섞은 반죽으로 뽑은 면발은 부드러우면서도 쫄깃한 식감을 동시에 느낄 수 있습니다. 매콤달콤한 양념장과 구수한 메밀면의 조합이 돋보이는 막국수는 반 정도 먹은 뒤 시원한 육수를 부어 자작하게 먹는 방법도 인기입니다. 24시간 이상 끓인 사골에 다시마, 무로 깊은 맛을 살린 육수가 막국수의 감칠맛을 한껏 살려줍니다.","비빔국수:8000,물국수:8000,편육:16000,온면:8000,곱빼기:9000",메밀 막국수가 일품인 막국수 맛집,경기도 여주시 대신면 천서리길 12,홍원막국수
정기휴무-매주(일),영업시간:주중 11:30 ~ 22:00/영업시간:토 11:30 ~ 21:00/휴식:매일 14:00 ~ 17:30,동경에서 45년 이상 메밀국수를 뽑아온 이노 유키오 셰프가 2대째 가업을 잇고 있는 일본소바전문점 오무라안입니다. 강원도 봉평메밀로 국수를 만들고 있으며 국내 거주하는 일본인들 사이에서도 본토맛에 가장 가깝다고 소문난 곳이기도 합니다. 저녁 영업시간에는 식사 메뉴를 판매하지 않습니다.,"소바:7000,김치우동:10000,규동:11000",일본 도쿄식 메밀 소바 전문점,서울특별시 강남구 논현로79길 66,오무라안
"정기휴무-매월 둘째주(월),정기휴무-매월 첫째주(월),정기휴무-매월 셋째주(월)",영업시간:매일 11:30 ~ 22:00,신촌이대거리에 위치한 '완차이'. 붉은색의 강렬한 간판으로 눈길을 끄는 중식당으로 평범한 중화요리뿐만 아니라 이색적인 중국요리를 맛볼 수 있는 곳입니다. 고춧가루로 기름을 내어 알싸하게 매운맛이 치고 올라오는 사천식 '아주 매운 홍콩 홍합'이 이곳의 시그니처 메뉴입니다. 볶음밥을 주문한 후 홍합과 매운 소스를 올려먹으면 매운맛이 중화되며 기름진 볶음밥과 궁합이 좋습니다.,"아주매운홍콩홍합:27000,완차이 짜장:6000,완차이 짬뽕:7500,돼지고기 볶음밥:8000,탕수육:18000",퓨전 중국요리를 전문으로 하는 중식당,서울특별시 서대문구 명물길 50-7,완차이
연중무휴,영업시간:매일 11:00 ~ 22:00/휴식:매일 15:00 ~ 17:00,패션을 모티브로 한 즉석떡볶이 집입니다. 패션디자이너 부부가 운영하는 한국 최초의 프리미엄 떡볶이로 2011년 6월 가로수길에 런칭 된 이후 유행을 주도하는 셀러브리티들과 트랜드세터들에게 가장 사랑 받고 있는 HOT PLACE입니다.,"즉석떡볶이 (2인분):14000,레드쉬림프떡볶이:8800,궁중떡볶이:8800,아라비아따떡볶이:9800,단호박떡볶이:9800",고급스러운 즉석떡볶이가 맛있는 분식집,서울특별시 강남구 도산대로13길 14-3,빌라 드 스파이시 가로수길점
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체","영업시간:월,화,수,목,금,토 11:00 ~ 03:00/영업시간:일 11:00 ~ 22:00","16년 전통의 국내 최초 일본식 활참복요리 전문점입니다. 연예인들도 많이 오고 갔을 정도로 가격이 높은 편이지만 그만큼 인기가 많은 곳입니다. 고슬고슬한 맛의 복 껍질, 쫀득쫀득한 복 사시미, 꼬득꼬득한 복 튀김 등 처음 접해보는 복요리가 코스로 제공됩니다. ","참복구이:55000,복불고기:55000,참복샤브샤브:55000,참복 맑은탕(매운탕):44000,참복 풀코스A(껍질, 회, 탕, 죽):99000",얇고 투명한 참복 사시미 전문점,서울특별시 강남구 도산대로50길 14,현복집
,영업시간:매일 11:00 ~ 21:00,"정육점을 함께 운영하는 돈가스, 스테이스 맛집입니다. 돈가스와 스테이크를 비롯해 모든 메뉴를 무한으로 즐길 수 있습니다. 바삭하게 튀겨 낸 돈가스와 스테이크, 치킨 가스를 동시에 맛보는 '모듬정식'이 인기 메뉴입니다.","모듬정식:8900,치즈모듬:9900,함박정식:10900",저렴한 가격의 수제돈가스 전문점,경기도 고양시 일산서구 성저로46번길 58,김추일돈까스&밀면
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:30 ~ 21:30,"강원도에서 3대를 이어 운영하는 샘밭막국수의 분점입니다. 춘천에서 모든 재료를 공수해 본점의 맛을 재현하고 있습니다. 메밀을 80%를 사용해 직접 뽑은 메밀면에 동치미 국물을 부어 즐기는 막국수가 대표메뉴입니다. 생감자를 갈아 만든 감자전, 절인 배추와 함께 즐기는 돼지고기 보쌈을 함께 먹는 손님이 많습니다. ","막국수:10000,녹두전:14000,보쌈(중,대):30000,샘밭정식:15000,메밀전:12000",동치미 국물로 맛을 낸 막국수 전문점,서울특별시 서초구 서초중앙로24길 27,샘밭막국수
정기휴무-매주(일),영업시간:주중 11:40 ~ 22:00/영업시간:토 12:00 ~ 21:00,"‘목포자매집’은 2002년부터 16년 동안 운영 중인 곳으로, 민어회, 병어조림, 매운탕, 홍어찜 등 다양한 남도 음식을 맛볼 수 있는 곳입니다. 대표 메뉴는 ‘민어회’입니다. 부드러운 살점 부위와 특수 부위가 따로 준비됩니다. 특수 부위는 민어 뱃살, 껍질, 부레로 기름장에 찍어 본연의 고소하고 담백한 맛을 즐기는 것이 좋습니다. 묵은지, 부추김치, 열무김치 등 다양한 김치와 젓갈, 각종 나물 등 갖은 반찬들이 함께 제공되어 푸짐한 식사를 즐길 수 있습니다. 특히 게를 갈아 만든 젓갈은 이 집에만 맛볼 수 있는 별미라고 하니 참고하면 좋겠습니다.  ","민어:70000,병어조림:50000,짱뚱어탕:10000,매생이국:10000,낙지연포탕:0",남도음식의 진수를 맛볼 수 있는 곳,서울특별시 강남구 언주로115길 14,목포자매집
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:30 ~ 21:30,사골을 푹 우려낸 구수한 국물에 손으로 빚어 도톰한 면이 만난 칼국수가 대표메뉴입니다. 칼국수에 버섯과 고기가 들어간 빈대떡을 곁들이면 한끼 식사로 든든합니다. 맑게 내린 국물에 면발이 굵어서 인기인 여름철한정메뉴 서리태 콩국수와 두툼하게 찢은 닭고기와 새콤달콤한 비빔국수가 합쳐진 닭쟁반비빔국수도 인기라고 합니다. ,"칼국수:8000,닭쟁반국수:25000,어복쟁반:45000,만둣국:8000,떡만둣국:8000",칼국수와 서리태 콩국수가 유명한 집,서울특별시 강남구 영동대로 611,삼성국수
,영업시간:매일 11:30 ~ 22:00,"돌판구이로 유명한 오리고기, 생삼겹 전문점입니다. 넝쿨 식물이 둘러싼 시원한 분위기의 건물입니다. 돌판에 고기를 굽고 난 후 누룽지 볶음밥을 만들어줍니다. 미리 예약을 해야 합니다. ","돌판오리구이:60000,돌판삼겹살:19000,볶음밥:3000",돌판에 구워 더 맛있는 오리고기,경기도 광주시 오포읍 수레실길 129,수레실가든
연중무휴,영업시간:주중 11:30 ~ 21:50/영업시간:주말 11:30 ~ 19:30/휴식:주중 15:00 ~ 17:00/휴식:주말 13:30 ~ 17:30,"인계동의 한우 갈비 전문점입니다. 국내산, 호주산, 미국산 생갈비와 양념갈비 메뉴가 특히 인기입니다. 계절 별로 10여가지 밑반찬이 준비되어 나와 푸짐한 한상을 즐길 수 있습니다. 입안에서 살살 녹는 부드러운 육질을 자랑합니다.","미국산양념갈비:40000,미국산생갈비:44000,한우 양념갈비:46000,한우 채끝등심:52000,한우 생갈비:58000",생갈비로 유명한 갈비 요리 전문점,경기도 수원시 팔달구 장다리로 282,가보정
연중무휴,영업시간:매일 00:00 ~ 00:00,"60년이 넘게 3대째 영업중인 국밥맛집입니다.  따로국밥은 사골 육수에 선지와 소고기, 고춧가루와 대파, 무 등의 야채를 넣고 푹 끓인 후에 생마늘과 부추를 얹어 먹는 음식입니다. 대구에서 꼭 먹어봐야할 음식으로 꼽힙니다.","특따로국밥:9000,따로국밥:8000,따로국수:8000,사리:1000,선지:5000",잡내 없이 맛있는 진국 국밥,대구광역시 중구 국채보상로 571,국일따로국밥
,영업시간:매일 08:00 ~ 23:00,"대를 이어 80년의 전통을 자랑하는 '황남빵'입니다. 경주시 향토 명과로 지정될 정도로 인기가 높은 곳입니다. 대표 메뉴 '황남빵'은 순수 국내산 팥만을 이용하여 손으로 직접 빚습니다. 달콤한 팥이 들어있는 황남빵은 부드러운 우유와 먹으면 더욱 맛있게 즐길 수 있습니다. '황남빵' 매장은 체인점이 없으며, 유사 업소와 혼돈할 수 있으니 주의해야 합니다.","황남빵 1호(20개):20000,황남빵 2호(30개):30000",경주 명물 대표간식 황남빵 전문점,경상북도 경주시 태종로 783,황남빵
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 12:00 ~ 22:00,김유순 대구뽈찜 전문집으로 상호가 변경된 구 충무식당의 대구 뽈찜 전문점입니다. 양파와 콩나물이 가득 들어 있는 매콤한 대구 뽈찜이 주 메뉴입니다. 다 먹은 후에는 남은 양념에 감사 사리를 넣어 비벼 먹으면 더욱 맛있습니다.,"대구뽈찜 (소):25000,대구뽈찜 (중):33000,대구뽈찜 (대):40000",매콤한 대구뽈찜으로 유명한 한식당,부산광역시 남구 못골로 79-10,김유순대구뽈찜
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 08:00 ~ 21:00,"큰 우시장이 있던 경기도 안성에서 장터 국밥을 판매하던 곳입니다. 설렁탕, 내장곰탕, 소머리수육, 곰탕, 갈비탕 등을 판매하고 있습니다. 조미료의 맛이 느껴지지 않는 아주 깔끔하고 담백한 맛의 탕은 물리지 않아 단골들의 발길을 부릅니다.","설렁탕:8000,곰탕:8000,내장곰탕:9000,갈비탕:10000,소머리수육(소):22000",오랜 전통의 노포에서 먹는 진한 우탕,경기도 안성시 중앙로411번길 20,안일옥 본점
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:00 ~ 21:00,"풍원장시골밥상은 기장군에 위치한 한정식 전문점입니다. 버스를 대절해서 찾아갈 정도의 맛집으로 소문이 나있습니다. 편안함을 강조하면서도 한옥의 고풍스러운 느낌을 잘 살린 인테리어가 인상적입니다. 호박죽과 잡채 등의 푸짐한 밑반찬과 오리고기, 돼지고기 숯불구이, 보쌈 등의 메인요리로 구성된 정식이 대표메뉴입니다. 숯불에 구워 기름기가 쏙 빠져 더욱 담백하고 식감이 좋은 돼지불고기가 인기메뉴입니다. 한정식을 전문으로 하지만 회정식도 찾는 이들이 많습니다. 쫀득하고 싱싱한 회 한 접시에 초밥까지 포함되어 있습니다. 돌솥밥에 지은 고슬고슬한 밥과 된장찌개로 식사를 마무리하면 든든합니다.","회정식 1인:20000,돼지불고기정식 1인:15000",깔끔하고 정갈한 한정식 맛집,부산광역시 기장군 기장해안로 250 시골밥상,시골밥상풍원장
,영업시간:매일 11:00 ~ 21:00,1998년부터 영업해 온 분식점입니다. 통통한 나뭇잎 모양으로 빚어내서 찌거나 구워서 파는 손만두가 이 집의 대표 메뉴입니다. 고추로 국물의 매운맛을 살린 탕오뎅이나 매콤한 양념에 콩나물과 함께 조리해내는 양념오뎅도 인기입니다. 가게에는 앉을 수 있는 테이블 자리가 없고 가게 앞에서 서서 먹거나 포장해가는 방식으로만 판매합니다.,"나뭇잎만두:4000,콩나물어묵:2500",나뭇잎 모양의 손만두가 인기인 곳,대구광역시 달서구 월배로14길 15,장여사의나뭇잎손만두
,영업시간:매일 10:00 ~ 22:00,"동인동 찜갈비 골목을 30년 넘게 지켜온 집으로 소갈비찜이 대표 메뉴입니다. 방송에 여러 차례 소개될 정도로 인기가 많고 유명한 맛집입니다. 매콤한 양념이 입맛을 돋워주며, 야들야들한 육질이 일품입니다. ","수입 갈비찜:18000,한우 갈비찜:28000,갈비살찌개:7000",손맛이 담긴 양푼 찜갈비 맛집,대구광역시 중구 동덕로36길 9-17,낙영찜갈비
"연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,정기휴무-매주(일),연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체,연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일",영업시간:매일 11:30 ~ 21:00,"30년 이상의 역사를 가진 메밀 냉면 전문점입니다. 인천식으로 까나리 액젓을 소량 첨가해 먹는 방식이며, 슴슴한 맛을 자랑합니다. 녹두를 갈아 부쳐낸 녹두전은 이 곳 냉면과 아주 잘 어울리는 단짝입니다.","물냉면:7000,비빔냉면:7500,삼겹살편육:9000",닭과 돼지로 육수를 낸 메밀냉면,인천광역시 미추홀구 한나루로586번길 92,변가네옹진냉면
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 07:00 ~ 18:00,신선한 게를 손수 절구로 찧고 찌꺼기는 체로 거른 후 나머지를 이용하여 쌀과 함께 만든 죽인 겡이죽이 인기인 곳입니다. 그리고 바다냄새가 물씬 나는 성게칼국수에서는 제주도의 특별함을 느낄 수 있습니다. ,"전복회(1kg):180000,해삼:30000,소라:20000,문어:20000,전복죽:11000",겡이를 곱게 갈아 만든 영양만점 죽,제주특별자치도 서귀포시 성산읍 섭지코지로 95,섭지해녀의집
연중무휴,영업시간:매일 07:00 ~ 21:00,"해녀들이 직접 운영하며 물질로 획득한 싱싱한 해산물로 전복죽, 전복물회, 성게보말죽, 해물탕, 성게국수 등 다양한 음식을 선보입니다. 아침7시부터 아침식사가 가능한 점 참고하시기 바랍니다. ","전복죽:10000,성게보말죽:10000,해물탕:6000",해녀들이 직접 운영하는 해산물 전문점,제주특별자치도 제주시 조천읍 조함해안로 410,잠녀해녀촌
,영업시간:매일 12:00 ~ 21:30/휴식:매일 14:30 ~ 17:30,"스시 명가인 서울 웨스틴조선호텔 일식당 스시조(?朝)는 ‘보고 음미하는 요리’인 일식에 현대적인 감각을 불어넣은 신화식으로 세계적인 레스토랑 가이드북 ‘자갓(ZAGAT)’한국판에서 맛 부분으로 최고의 레스토랑으로 인정 받는 등 그 명성을 확인 받고 있습니다. 스식코스와 오마카세 코스가 인기가 많습니다. 도쿄의 유명 스시집 큐베 출신의 일본인 수석셰프가 요리를 담당하며, 스시, 조림, 튀김을 따로 주문할 수 있고, 코스요리도 준비되어 있습니다. 원래 지하에 자리잡고 있다가, 2009년 20층으로 위치를 옮기고 메뉴를 강화했습니다.","런치(hall):109000,디너(hall):150000,런치(room):121000,디너(room):170000,런치(hall):155000,런치(room):225000,디너(hall):285000,디너(room):285000",우아한 분위기에서 즐기는 스시와 사케,서울특별시 중구 소공로 106,스시조
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 00:00 ~ 00:00,"현대정육식당이라는 상호처럼 정육점을 하다가 김치찌개를 끓이기 시작한 곳입니다. 김치찌개는 2년 묵은 신김치를 사용해 뚝배기에 보글보글 끓여서 나오는데, 돼지갈비와 목살을 큼직하게 썰어 넣어 푸짐하고 진한 국물 맛을 낸다고 합니다.","김치찌개:7000,김치전골(2인):15000,김치전:8000,목살김치볶음:15000,제육볶음:8000",돼지고기 김치찌개가 유명한 맛집,서울특별시 강남구 선릉로146길 5,현대정육식당
,영업시간:매일 11:00 ~ 21:00,"전주 교동에 위치한 만두 전문점입니다. 한옥마을 만두로 유명한 다우랑에는 고기교자만두, 새우만두, 새우교자만두, 고기야채만두 등의 다양한 만두가 준비되어 있습니다. 정성스럽게 수제로 만드는 만두의 맛을 느껴보기 좋은 곳입니다.","김치교자만두:4000,고기교자만두:4000,새우만두:6000",한옥마을 내 유명한 수제 만두 가게,전라북도 전주시 완산구 태조로 33,다우랑
"정기휴무-매월 셋째주(월),정기휴무-매월 첫째주(월)",영업시간:매일 11:30 ~ 22:00,이태원의 오래된 맛집 중 하나인 바다식당은 존슨탕의 원조격으로 알려진 곳입니다. 치즈와 소시지를 넉넉히 넣어 진하고 느끼한 맛이 특징입니다. 1인분으로 계산하지 않고 소와 중 두 가지 사이즈가 있습니다. 존슨탕 외에 돼지갈비 바비큐도 인기 메뉴입니다. ,"존슨탕(2인분):20000,돼지갈비바베큐(1인분):15000,소갈비바베큐(1인분):25000,소고기쏘세지:25000,정통티본스테이크(1인분):30000",치즈가 들어가 고소한 부대찌개,서울특별시 용산구 이태원로49길 18,바다식당
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:30 ~ 22:00,"국내산 한우를 산지 직송하여 판매하는 곳으로 다양한 한우와 돼지고기를 엄선하여 판매하고 있습니다. 좋은 소고기를 합리적인 가격으로 즐길 수 있습니다. 신선함이 생명인 곳으로 가족끼리 외식하기도 좋고, 믿고 먹을 수 있습니다.","한우모듬 600g:78000,한우생등심 600g:108000,한우차돌박이 600g:84000,한우부채/제비추리 600g:118000,한우갈비살 600g:128000",산지에서 직송한 한우 맛집,서울특별시 관악구 남현1길 38-9,삼수갑산
연중무휴,영업시간:매일 00:00 ~ 00:00,"시민공원역 2번 출구 인근에 자리 잡은 '청해김밥'. 합리적인 가격으로 다양한 분식을 즐길 수 있어 동네 주민들에게 인기가 많은 곳입니다. 대표 메뉴는 색감을 사로 잡는 노란색 달걀 지단으로 김밥을 감싼 '계란말이 김밥'. 다채로운 김밥의 맛에, 더해지는 달걀의 고소함이 일품입니다. 많이 달지 않고 매콤한 양념맛이 특징인 쫄면도 인기 메뉴입니다. 주차공간이 마련되어 있어 차를 이용해 방문하기에도 좋습니다.","김밥:2500,계란말이 김밥:3500,떡볶이:4000,라볶이:4500",눈을 사로잡는 노란 계란말이 김밥,인천광역시 미추홀구 경인로 414,청해김밥
"연휴-설날 당일,연휴-추석 당일,연휴-설날 전일,연휴-추석 전일,연휴-설날 익일,연휴-추석 익일",영업시간:매일 11:00 ~ 22:00,"‘삼호짱뚱이’는 여름철이면 제철 맞은 민어회 요리를 찾는 단골 손님들로 북적이는 곳입니다. 대표 메뉴는 다양한 민어 요리를 모두 맛볼 수 있는 ‘민어정식’입니다. 부드러운 목 넘김을 자랑하는 매생이탕을 시작으로 쫄깃한 식감의 민어회, 담백하게 부쳐낸 민어전, 신선한 조개와 생민어를 넣고 끓여낸 ‘생민어매운탕’이 차례로 제공됩니다. 특히 ‘생민어매운탕’은 얼큰하면서도 제철 민어의 기름진 감칠맛이 더해져 식사 메뉴로도, 해장에도 제격입니다. 밑반찬이 맛있기로 소문난 이곳은 점심시간 동안만 제공되는 ‘점심특선백반’을 선보입니다. 매일 달라지는 11종의 반찬과 함께 푸짐한 식사를 즐길 수 있어 인근 직장인들에게 인기입니다. ","짱뚱이탕:10000,점심특선백반:7000,병어조림 (소):40000",짱뚱어탕이 별미인 남도음식 전문점,서울특별시 강남구 도산대로34길 11,삼호 짱뚱이
"연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,정기휴무-매주(일),연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체,연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일",영업시간:매일 17:30 ~ 00:00,"‘부산양곱창’은 매장 오픈과 동시에 만석은 물론 웨이팅이 생길 정도로 먹자골목 내에서 많은 사랑을 받는 곳입니다. 음식을 주문하면 생간, 천엽, 파김치, 술국 등의 밑반찬이 푸짐하게 차려집니다. 대표 메뉴는 차돌박이와 초벌구이 과정을 거친 곱창이 함께 제공되는 ‘소 곱창’. 불판이 달아오르면 사장님이 곱창을 먹기 좋게 자르고 직접 구워 줘 보다 편안한 식사를 할 수 있습니다. 숯불 위에서 서서히 익은 곱창은 고소한 맛과 은은하게 풍기는 불 향의 조화가 일품입니다. 숯 향을 가득 머금은 소곱창에 파김치를 올려 한입에 먹는 방법도 인기입니다. 알싸한 파김치가 곱창의 기름진 맛은 잡아주고 감칠맛을 더합니다.","특양구이:20000,소곱창:20000,한우대창:20000,양 볶음밥:12000,소곱창전골:36000",고풍스러운 분위기에서 먹는 양곱창,서울특별시 송파구 백제고분로7길 52-24,부산양곱창
